ID,Household income,Household size,Rainfall,LST wet,Travel time,Shortest distance,Height diff,Volume per day wet,Amount spent,Willingness to pay,lon,lat
679,50000,7,306.69,39.41,50,406.12,8,120,165,210,7.583115631,9.055009758
680,65000,8,306.69,39.06,50,418.08,8,160,165,210,7.582654644,9.054257453
681,95000,9,306.69,38.71,20,378.08,13,200,330,380,7.581626589,9.054289642
682,40000,6,306.69,39.47,40,388.6,5,140,285,330,7.584430004,9.056199399
683,70000,8,306.69,38.04,40,644.24,3,160,165,210,7.586008306,9.059686832
684,70000,9,306.69,38.28,20,619.08,0,200,330,380,7.585591165,9.059350651
685,70000,9,306.69,39.56,35,421.46,5,200,210,260,7.583531101,9.055770929
686,70000,9,306.69,39.73,20,538.35,4,220,330,380,7.583588794,9.05729932
687,70000,9,306.69,39.75,20,531.98,9,200,360,410,7.584432271,9.057944595
688,70000,7,306.69,39.25,20,616.76,6,220,450,500,7.584573996,9.058921724
689,70000,8,306.69,38.34,40,736.77,1,160,165,210,7.584542069,9.060106158
690,45000,6,306.69,38.78,40,640.86,15,140,285,330,7.583553394,9.059369897
691,50000,7,306.69,38.88,50,401.31,15,120,165,210,7.581658899,9.055329645
692,100000,6,306.69,39.3,20,434.63,8,220,690,500,7.582001203,9.05619
693,40000,7,306.69,39.35,60,393.39,11,100,120,170,7.581734742,9.056867149
694,70000,8,306.69,39.77,40,428.78,9,160,165,210,7.582050573,9.057519426
695,50000,7,306.69,39.72,40,416.48,7,140,210,260,7.581802233,9.058214729
696,50000,7,306.69,38.87,50,482.9,13,120,165,210,7.581842504,9.05954412
697,50000,7,306.69,38.86,50,515.38,16,120,165,210,7.581831386,9.060059494
698,45000,6,306.69,38.26,40,644.1,16,140,285,330,7.583085742,9.06031754
699,105000,6,306.69,38.82,20,560.29,14,200,690,500,7.582523836,9.059781862
700,85000,9,306.69,39.52,20,507.99,10,200,360,410,7.582372027,9.059057881
701,65000,8,306.69,37.18,40,39.96,1,160,165,210,7.584112492,9.030373001
702,60000,6,306.69,37.49,40,84.58,2,140,285,330,7.583719388,9.030877861
703,60000,7,306.69,37.54,30,130.18,2,180,285,330,7.583553753,9.031365513
704,60000,8,306.69,37.51,40,108.71,2,140,120,170,7.583953731,9.031430353
705,60000,9,306.69,37.77,20,53.85,5,200,360,410,7.584893513,9.030692498
706,60000,7,306.69,37.89,50,105.65,9,120,165,210,7.585338617,9.030847935
707,60000,7,306.69,37.3,50,162.2,12,120,165,210,7.585600074,9.031445743
708,60000,6,306.69,37.78,40,86.03,2,140,285,330,7.584681941,9.031297525
709,85000,9,306.69,37.44,20,171.35,7,200,360,410,7.585152465,9.03193231
710,55000,9,306.69,37.72,20,173.42,4,220,360,410,7.584505412,9.0322463
711,100000,9,306.69,37.93,20,194.1,2,220,360,410,7.584674885,9.033105985
712,60000,6,306.69,37.04,40,241.66,7,140,285,330,7.585468675,9.032485117
713,90000,9,306.69,37.04,20,279.87,9,200,360,410,7.585986868,9.032559453
714,60000,6,306.69,37.61,50,194,5,140,285,330,7.584740427,9.032626989
715,105000,9,306.69,37.53,20,258.7,8,200,330,380,7.585275154,9.033126384
716,55000,9,306.69,38.09,20,189.74,5,200,330,380,7.584390931,9.033611266
717,90000,9,306.69,37.53,20,80.6,1,200,330,380,7.583693782,9.032776673
718,40000,6,306.69,37.88,40,35.13,1,140,285,330,7.583001811,9.032945808
719,45000,6,306.69,37.69,40,110.32,1,140,285,330,7.582817276,9.033614235
720,45000,9,306.69,37.8,20,115.52,1,200,330,380,7.583344883,9.03360723
721,45000,7,306.69,37.89,30,165.68,4,180,285,330,7.583981078,9.033745321
722,45000,7,306.69,38.05,60,263.22,2,100,120,170,7.585063334,9.033794708
723,45000,7,306.69,37.89,20,312.29,4,220,525,480,7.585142624,9.034455111
724,45000,9,306.69,38,20,249.01,2,200,210,260,7.584771448,9.034001558
725,55000,6,306.69,37.39,60,259.12,3,140,210,260,7.584323587,9.034551419
726,70000,8,306.69,37.26,40,200.08,4,160,165,210,7.583712772,9.034901717
727,75000,7,306.69,37.43,50,150.44,7,120,165,210,7.583269253,9.034339374
728,60000,6,306.69,37.69,40,78.64,5,140,285,330,7.58263122,9.03467148
729,70000,8,306.69,37.12,40,244.14,2,160,165,210,7.584020485,9.035300771
730,95000,9,306.69,37.2,20,269.22,0,200,360,410,7.584109999,9.035671856
731,95000,7,306.69,37.46,30,282.78,14,180,285,330,7.586986826,9.030384075
732,95000,7,306.69,37.37,30,339.24,0,180,285,330,7.587585965,9.030693824
733,40000,7,306.69,37.03,60,320.98,15,100,120,170,7.587182571,9.031506092
734,60000,6,306.69,37.15,40,299.29,0,140,285,330,7.587034957,9.032039028
735,65000,8,306.69,37.11,40,300.2,8,160,165,210,7.586606844,9.032191101
736,40000,7,306.69,37.22,60,282.4,2,100,120,170,7.586723331,9.032643671
737,70000,8,306.69,37.74,40,254.61,2,160,165,210,7.586702778,9.033249436
738,80000,7,306.69,37.86,30,275.15,4,180,285,330,7.586428768,9.033537739
739,45000,6,306.69,37.97,40,210.09,3,140,285,330,7.586972877,9.033964829
740,50000,7,306.69,38.13,50,217.52,5,120,165,210,7.586934907,9.034371592
741,105000,7,306.69,37.58,20,329.16,10,200,570,280,7.585865305,9.033408974
742,105000,7,306.69,37.97,30,251.48,2,180,285,330,7.586424504,9.034631857
743,105000,6,306.69,37.56,40,196.02,4,140,285,330,7.586102579,9.035543903
744,85000,9,306.69,37.8,20,175.97,1,200,360,410,7.586676692,9.035274842
745,85000,9,306.69,37.99,20,208.24,1,200,360,410,7.586987722,9.034823918
746,85000,9,306.69,37.9,20,150.44,3,200,405,450,7.587544593,9.034310642
747,85000,9,306.69,37.71,20,138.22,2,200,360,410,7.587861231,9.034754941
748,70000,9,306.69,37.86,20,246.66,1,220,405,450,7.583751789,9.036556632
749,70000,7,306.69,37.8,60,180.4,1,100,120,170,7.583804035,9.037153634
750,70000,8,306.69,37.25,40,261.02,10,160,165,210,7.584316844,9.036278497
751,70000,6,306.69,37.2,40,205.64,8,140,285,330,7.58483483,9.03640709
752,85000,9,306.69,37.54,20,222.65,1,200,360,410,7.584405652,9.036830428
753,95000,6,306.69,37.65,40,148.82,2,140,285,330,7.584802212,9.037772371
754,50000,7,306.69,37.71,50,162.56,1,120,165,210,7.584358017,9.037381833
755,95000,9,306.69,37.36,60,103.35,4,200,90,140,7.585523632,9.037051759
756,90000,9,306.69,37.56,20,155.94,8,200,330,380,7.584995949,9.037076851
757,50000,7,306.69,37.42,50,116.47,4,120,165,210,7.585374741,9.037910216
758,95000,8,306.69,37.49,40,113.22,3,160,165,210,7.584845398,9.038360296
759,80000,7,306.69,37.56,30,89.55,1,180,285,330,7.584237189,9.038041464
760,100000,7,306.69,37.57,20,114.79,2,220,645,400,7.583583218,9.037794794
761,100000,6,306.69,37.85,40,159.67,2,140,285,330,7.583165784,9.037539994
762,50000,7,306.69,37.48,50,81.34,0,120,165,210,7.583399528,9.038246206
763,85000,9,306.69,37.46,35,52.63,1,200,210,260,7.583790381,9.038320054
764,70000,8,306.69,37.27,40,40.61,0,160,165,210,7.584197026,9.039008849
765,70000,7,306.69,37.14,30,84.6,5,180,285,330,7.584551036,9.039200106
766,70000,9,306.69,37.28,20,105.91,6,200,330,380,7.584852129,9.038966165
767,70000,7,306.69,37.03,30,156.04,7,180,285,330,7.585269743,9.039175751
768,45000,9,306.69,37.27,40,167.72,4,140,120,170,7.585643993,9.038842625
769,65000,8,306.69,36.76,30,60.78,1,160,165,210,7.5855684,9.039565728
770,95000,9,306.69,36.86,20,118.36,1,200,360,410,7.585040749,9.039581778
771,45000,8,306.69,37.02,40,91.92,2,140,120,170,7.584222195,9.039551491
772,90000,6,306.69,36.86,40,111.83,7,140,285,330,7.584465921,9.040031681
773,45000,9,306.69,36.36,20,84.58,1,220,405,450,7.58561247,9.039927595
774,60000,7,306.69,36.53,40,126.04,3,140,210,260,7.586004384,9.039730173
775,75000,7,306.69,36.32,30,130,7,180,285,330,7.586384698,9.040174718
776,80000,7,306.69,36.3,30,26.4,1,180,285,330,7.58539229,9.040405995
777,75000,7,306.69,36.74,30,65.07,7,180,285,330,7.584700234,9.040593216
778,70000,8,306.69,36.4,40,45.22,4,160,165,210,7.585053575,9.040956277
779,65000,8,306.69,35.71,40,149.01,2,160,165,210,7.586646655,9.040645935
780,50000,9,306.69,35.65,20,189.69,14,200,360,410,7.58700014,9.040972825
781,40000,7,306.69,35.83,60,92.72,2,100,120,170,7.586100033,9.040860846
782,90000,7,306.69,36.07,20,83.2,3,200,525,480,7.585115695,9.041354383
783,65000,8,306.69,35.97,40,134.63,7,160,165,210,7.584532651,9.041578194
784,95000,8,306.69,37.29,40,174.87,4,140,120,170,7.585654788,9.036075681
785,90000,9,306.69,37.29,20,147.41,4,200,360,410,7.585562486,9.036418938
786,90000,7,306.69,37.36,60,10.05,1,100,120,170,7.586258729,9.037488629
787,90000,9,306.69,37.4,20,51.01,1,200,330,380,7.586338761,9.037959144
788,90000,9,306.69,37.3,20,97.35,1,200,330,380,7.585855605,9.038228555
789,90000,7,306.69,37.4,40,113.16,0,140,210,260,7.586145625,9.038500946
790,90000,7,306.69,37.71,60,144.26,1,100,120,170,7.587340463,9.035340695
791,40000,7,306.69,37.39,60,146.7,3,100,120,170,7.586309816,9.036051078
792,90000,9,306.69,37.18,20,35.74,2,200,360,410,7.58719937,9.036533754
793,95000,9,306.69,37.12,20,40.8,2,200,360,410,7.587863425,9.036527268
794,55000,6,306.69,37.39,40,73.41,3,140,285,330,7.587783496,9.036029626
795,60000,8,306.69,37.64,40,111.36,3,160,165,210,7.587957485,9.035731895
796,75000,7,306.69,36.9,30,34.13,1,180,285,330,7.587815478,9.037160055
797,50000,7,306.69,37.28,30,64.03,1,120,165,210,7.586805874,9.037138082
798,80000,7,306.69,37.34,30,86.21,1,180,285,330,7.58629811,9.036720174
799,40000,8,306.69,37.25,40,92.27,4,160,165,210,7.587186257,9.037564542
800,40000,7,306.69,37.02,60,106.78,3,100,120,170,7.587612896,9.037792246
801,95000,9,306.69,38.22,20,205.64,5,200,360,410,7.580276854,9.029625753
802,55000,6,306.69,38.36,40,296.2,8,140,285,330,7.581015077,9.029257867
803,75000,7,306.69,38.58,30,325.53,7,180,285,330,7.581669137,9.029477413
804,45000,6,306.69,38.25,40,310.64,6,140,285,330,7.582235806,9.028783334
805,75000,7,306.69,38.08,30,254.26,5,180,285,330,7.5821949,9.029940607
806,85000,6,306.69,37.87,40,255.38,8,140,285,330,7.581919547,9.030572513
807,65000,8,306.69,38.36,20,262.15,7,160,405,450,7.581064702,9.030523998
808,65000,8,306.69,38.67,40,171.29,3,160,165,210,7.580180445,9.031017912
809,65000,7,306.69,37.6,30,200.86,6,180,285,330,7.583107004,9.029302116
810,65000,7,306.69,37.37,30,104.24,4,180,285,330,7.583805275,9.029847355
811,65000,6,306.69,37.37,40,170.66,4,140,285,330,7.582976942,9.029997881
812,75000,7,306.69,37.6,30,45.49,1,180,285,330,7.584647074,9.030908566
813,105000,8,306.69,37.63,20,112.22,1,160,450,500,7.584353391,9.031576574
814,70000,8,306.69,37.55,40,104.62,2,160,165,210,7.583645702,9.03111268
815,95000,9,306.69,37.45,20,164.08,2,200,330,380,7.582929096,9.030603539
816,65000,8,306.69,37.77,40,176.85,7,160,165,210,7.582426767,9.03112606
817,55000,6,306.69,37.49,40,99.46,5,140,285,330,7.583133854,9.031743675
818,65000,8,306.69,37.95,40,223.52,7,160,165,210,7.581507647,9.031231019
819,85000,9,306.69,38.09,20,260.76,5,200,330,380,7.580842189,9.031599186
820,50000,7,306.69,38.45,50,277.42,4,120,165,210,7.580384062,9.032447402
821,105000,8,306.69,38.23,40,202.94,4,160,165,210,7.581148447,9.032368975
822,95000,9,306.69,37.96,20,126.62,4,200,360,410,7.582141999,9.031839312
823,80000,7,306.69,37.84,30,60.96,0,180,285,330,7.582610293,9.033043763
824,80000,7,306.69,37.96,30,89.68,5,180,285,330,7.582165823,9.032725561
825,95000,9,306.69,38.01,20,151.43,4,200,360,410,7.581619495,9.032868129
826,70000,8,306.69,37.8,40,100.09,0,160,165,210,7.582261921,9.033738684
827,50000,7,306.69,37.87,50,43.17,1,120,165,210,7.581539689,9.034667263
828,80000,9,306.69,37.94,20,131.14,0,220,330,380,7.580193044,9.034770564
829,105000,7,306.69,38.17,20,180.94,4,200,570,280,7.580231836,9.03415583
830,70000,8,306.69,37.91,40,132.26,1,160,165,210,7.580795792,9.034158011
831,80000,7,306.69,38.59,30,205.3,2,180,285,330,7.579748615,9.032119417
832,45000,6,306.69,37.48,40,239.78,12,140,285,330,7.578697223,9.033480751
833,45000,6,306.69,37.52,40,169,12,140,285,330,7.578362832,9.032927869
834,80000,6,306.69,38.58,40,38.83,0,140,285,330,7.578123052,9.031443985
835,85000,9,306.69,38,20,88.24,1,200,330,380,7.577455889,9.032246174
836,45000,6,306.69,37.32,40,166.37,3,140,285,330,7.577516618,9.032996929
837,105000,6,306.69,37.62,20,202.81,5,200,765,280,7.576742959,9.033120524
838,50000,7,306.69,37.16,50,253.16,4,120,165,210,7.577430426,9.034099769
839,50000,7,306.69,37.05,50,322.1,3,120,165,210,7.578347462,9.034528316
840,55000,6,306.69,37.95,35,237.89,0,140,285,330,7.579714387,9.033891597
841,55000,6,306.69,38.07,40,132.85,0,140,285,330,7.575789515,9.035015729
842,65000,8,306.69,36.84,40,283.73,4,160,165,210,7.577279674,9.035428418
843,80000,6,306.69,36.72,40,268.2,8,140,285,330,7.575930009,9.036300295
844,50000,7,306.69,36.66,50,234.4,5,120,165,210,7.578571567,9.035370128
845,50000,7,306.69,36.72,50,255.34,9,120,165,210,7.577797123,9.035692654
846,45000,6,306.69,36.73,40,245.6,2,140,285,330,7.576632965,9.03565197
847,105000,6,306.69,36.5,30,278.26,7,200,450,500,7.577185627,9.036214742
848,105000,9,306.69,36.81,20,158.45,8,220,360,410,7.578486264,9.036246911
849,65000,8,306.69,36.25,40,60.27,6,160,165,210,7.578381845,9.037358723
850,100000,9,306.69,36.6,20,268.88,2,220,330,380,7.577074096,9.036820151
851,100000,7,306.69,36.7,60,367.14,1,100,120,170,7.576135029,9.037368094
852,100000,7,306.69,36.4,60,322.61,1,100,120,170,7.576803705,9.038500989
853,100000,6,306.69,36.34,40,276.59,1,140,285,330,7.577015579,9.037823631
854,90000,9,306.69,35.97,20,193.02,3,200,330,380,7.577744193,9.037591354
855,50000,8,306.69,36.56,50,170.06,7,160,165,210,7.57929485,9.038818088
856,70000,8,306.69,37,40,92.42,3,160,165,210,7.579661496,9.038105157
857,55000,6,306.69,36.96,40,217.86,6,140,285,330,7.579993804,9.039191533
858,55000,9,306.69,36.03,20,208.2,3,220,330,380,7.578058834,9.038542026
859,105000,9,306.69,36.11,20,354.35,0,200,210,260,7.577136359,9.039496944
860,90000,9,306.69,36.22,20,340.07,9,200,210,260,7.577425272,9.040049651
861,85000,6,306.69,36.13,40,259.7,7,140,285,330,7.578307887,9.039980734
862,65000,8,306.69,36.3,40,257.74,6,160,165,210,7.578737111,9.039548362
863,65000,8,306.69,36.2,40,174.89,4,160,165,210,7.578823924,9.04060666
864,45000,6,306.69,36.23,40,308.3,5,140,285,330,7.577486106,9.040773279
865,60000,6,306.69,36.09,40,274.15,10,140,285,330,7.57773828,9.041416268
866,60000,6,306.69,36.19,40,212.48,5,140,285,330,7.578312549,9.041111053
867,105000,6,306.69,36.25,40,117.28,4,140,285,330,7.579185717,9.041132522
868,100000,9,306.69,36.28,20,37.64,2,220,405,450,7.579968029,9.04112651
869,65000,8,306.69,36.35,40,95.52,1,160,165,210,7.579936701,9.042157223
870,90000,9,306.69,36.26,20,169.1,2,200,360,410,7.578746686,9.041745704
871,90000,8,306.69,36.02,40,278,7,160,165,210,7.577871459,9.042248686
872,90000,6,306.69,36.2,20,254.75,4,200,765,280,7.578523835,9.042902268
873,90000,7,306.69,36.26,30,346.9,5,180,285,330,7.578102425,9.043660196
874,90000,7,306.69,35.87,50,417,9,120,165,210,7.578335203,9.044610552
875,50000,7,306.69,35.11,50,405.19,12,120,165,210,7.578441484,9.045343398
876,90000,9,306.69,35.6,20,413.7,6,200,405,450,7.578961856,9.044866169
877,40000,7,306.69,36.03,60,349.95,6,100,120,170,7.579109596,9.044306112
878,80000,7,306.69,36.49,30,202.08,4,180,285,330,7.579623847,9.043069295
879,50000,7,306.69,35.94,50,294.33,5,120,165,210,7.57988406,9.043983586
880,60000,6,306.69,35.46,40,424.84,3,140,285,330,7.579770295,9.045158659
881,105000,6,306.69,37.7,20,52.4,0,200,720,380,7.58077353,9.035197803
882,55000,6,306.69,37.41,20,196.73,1,140,765,280,7.583464916,9.035479475
883,75000,8,306.69,37.48,40,278.23,0,160,165,210,7.583853224,9.036204369
884,70000,8,306.69,37.75,40,171.01,7,160,165,210,7.582835906,9.035829701
885,70000,8,306.69,38.05,40,102.96,7,160,165,210,7.582100429,9.03549229
886,60000,6,306.69,38.4,40,91.55,1,140,285,330,7.581624708,9.036186718
887,50000,7,306.69,37.6,50,98.68,2,120,165,210,7.580787051,9.036391454
888,50000,7,306.69,37.03,50,258.05,1,120,165,210,7.584138558,9.035346439
889,95000,9,306.69,37.7,20,187.95,1,200,405,450,7.584158997,9.037100749
890,60000,7,306.69,38.16,30,227.38,6,180,285,330,7.582365817,9.037410309
891,100000,7,306.69,38.58,20,167.24,3,220,570,280,7.581931536,9.036811831
892,100000,9,306.69,38.1,20,190.38,5,200,360,410,7.58118268,9.037568499
893,100000,9,306.69,37.61,20,88.57,4,200,330,380,7.580202703,9.036949823
894,100000,9,306.69,37.73,35,60.77,0,200,210,260,7.580444971,9.037800748
895,100000,6,306.69,37.64,40,200.83,8,140,285,330,7.581315866,9.038400916
896,100000,9,306.69,37.34,20,205.06,8,200,330,380,7.580722703,9.038886912
897,40000,9,306.69,37.79,20,158.38,7,200,360,410,7.581906446,9.038575006
898,100000,6,306.69,36.91,20,150.12,5,220,360,410,7.580873337,9.039909288
899,40000,7,306.69,37.31,60,38.08,0,100,120,170,7.583588993,9.038644804
900,105000,9,306.69,36.97,20,103.58,2,200,405,450,7.584148895,9.039686845
901,100000,6,306.69,36.88,20,312.75,9,220,765,280,7.580090815,9.046932213
902,105000,9,306.69,37.3,20,236.03,0,200,330,380,7.580292055,9.048967535
903,45000,6,306.69,37.38,40,278.79,0,140,285,330,7.58051585,9.049890728
904,105000,8,306.69,37.67,40,166.71,0,160,165,210,7.57945206,9.049760011
905,40000,7,306.69,37.39,60,227.27,2,100,120,170,7.579876685,9.050503135
906,75000,7,306.69,38.29,30,281.37,7,180,285,330,7.581028287,9.051438965
907,40000,7,306.69,38.3,60,279.51,5,100,120,170,7.581051251,9.052542228
908,70000,8,306.69,38.57,40,156.26,8,160,165,210,7.579527446,9.053729919
909,45000,6,306.69,38.71,40,244.44,2,140,285,330,7.580301789,9.053443565
910,85000,9,306.69,38.36,20,317.65,5,200,405,450,7.581093189,9.053446632
911,65000,8,306.69,38.46,40,317.83,12,160,165,210,7.581072797,9.054007182
912,65000,8,306.69,38.63,40,343.01,12,160,165,210,7.58124237,9.054839741
913,75000,7,306.69,39.02,30,394.97,9,180,285,330,7.581511333,9.055844491
914,90000,9,306.69,38.77,20,324.3,7,220,360,410,7.580837935,9.055905178
915,90000,9,306.69,39.09,20,343.83,9,200,360,410,7.581271203,9.056765886
916,90000,7,306.69,39.47,30,349.26,6,180,285,330,7.58114713,9.05824836
917,90000,7,306.69,38.39,20,375.37,10,220,570,280,7.580705876,9.059422163
918,90000,9,306.69,38.44,20,90.67,8,200,360,410,7.579007451,9.054107683
919,90000,6,306.69,38.44,40,149.16,5,140,285,330,7.578119399,9.055551019
920,75000,7,306.69,38.43,30,119,9,180,285,330,7.578903837,9.055011521
921,100000,7,306.69,38.71,20,223.45,10,220,645,400,7.579620018,9.055638226
922,70000,8,306.69,38.65,40,247,2,160,165,210,7.580245093,9.056300746
923,95000,9,306.69,38.83,20,111.14,1,200,360,410,7.57868051,9.056285633
924,60000,6,306.69,38.53,35,163.23,2,140,285,330,7.579642054,9.056976587
925,70000,9,306.69,37.48,20,159.89,3,220,330,380,7.578881384,9.058411376
926,75000,7,306.69,38.2,30,281.17,9,180,285,330,7.579797414,9.059111197
927,80000,7,306.69,38.23,30,81.27,1,180,150,200,7.578401464,9.057848884
928,75000,7,306.69,37.59,30,199.46,6,180,350,400,7.577460703,9.058812766
929,105000,6,306.69,38.59,20,149.69,4,200,550,450,7.576910289,9.057671284
930,45000,6,306.69,37.85,40,223.37,5,140,285,330,7.576218731,9.05772285
931,45000,9,306.69,37.98,50,295.1,6,200,285,330,7.575924113,9.0586169
932,45000,7,306.69,34.95,60,336.15,15,100,120,170,7.577811351,9.045973922
933,45000,7,306.69,36.06,20,320.33,13,220,360,410,7.577064136,9.046305591
934,45000,7,306.69,37.61,30,272.39,3,180,285,330,7.576460293,9.047189401
935,50000,7,306.69,36.44,50,256.01,14,120,120,170,7.578172437,9.046680631
936,75000,7,306.69,37.05,30,188.49,6,180,350,400,7.577587499,9.047383668
937,80000,9,306.69,37.75,20,109.07,3,200,405,450,7.578112639,9.048009632
938,105000,6,306.69,38,60,144.25,0,200,210,260,7.577010659,9.048339923
939,75000,7,306.69,38.04,30,63.81,1,180,285,330,7.578637569,9.048689848
940,90000,9,306.69,38.11,20,67.54,1,200,360,410,7.57760047,9.048712951
941,85000,9,306.69,38.07,20,38.83,1,220,405,450,7.578216576,9.049339268
942,45000,6,306.69,38.31,40,96.02,3,140,285,330,7.577632983,9.049698699
943,100000,6,306.69,38.7,40,188.74,16,140,150,200,7.576595846,9.04973084
944,50000,7,306.69,38.26,50,146.25,6,120,120,170,7.577821735,9.050278145
945,65000,8,306.69,38.62,40,179.51,2,160,165,210,7.577501156,9.050837529
946,75000,7,306.69,38.05,30,139.04,1,180,285,330,7.578401743,9.050831983
947,75000,7,306.69,39.51,30,243.4,10,180,280,330,7.576791986,9.050744351
948,75000,7,306.69,37.82,30,71.03,0,180,285,330,7.578926498,9.051557411
949,75000,9,306.69,38.7,20,115.97,3,200,200,250,7.57763476,9.05156144
950,75000,7,306.69,38.82,60,187,12,100,120,170,7.5768504,9.052082852
951,75000,6,306.69,37.84,40,107.84,7,140,150,200,7.577658425,9.052483856
952,40000,7,306.69,37.82,60,131.32,5,100,120,170,7.577856274,9.053063338
953,55000,6,306.69,38.08,40,201.23,6,140,285,330,7.576709827,9.053131224
954,100000,7,306.69,38.25,20,214.7,11,220,360,410,7.576251763,9.053952301
955,45000,6,306.69,38.44,40,272.03,17,140,285,330,7.575862925,9.053363034
956,45000,9,306.69,37.63,20,419.31,26,220,210,260,7.574396674,9.053791363
957,40000,7,306.69,38,60,405.05,27,100,120,170,7.574626153,9.053267798
958,55000,6,306.69,39.61,40,792.91,37,140,285,330,7.570994964,9.053678639
959,95000,9,306.69,38.55,20,648.04,25,200,210,260,7.572294055,9.05411774
960,50000,7,306.69,38.47,50,569.08,25,120,120,170,7.573051243,9.053569106
961,60000,6,306.69,37.76,40,494.01,19,140,285,330,7.573694565,9.054213622
962,60000,9,306.69,37.43,20,465.7,19,200,210,260,7.574126531,9.055399856
963,85000,9,306.69,38.88,20,611.74,23,200,210,260,7.572664052,9.0548697
964,105000,6,306.69,39.99,40,730.95,30,160,330,380,7.571652157,9.055417339
965,85000,9,306.69,39.84,20,644.66,33,200,210,260,7.572478696,9.055737046
966,50000,7,306.69,37.67,50,475.62,24,120,120,170,7.573978313,9.056077458
967,100000,7,306.69,39.42,30,576.34,29,180,285,330,7.572957533,9.056570811
968,65000,8,306.69,38.62,40,472.02,22,160,165,210,7.573873937,9.057171179
969,65000,9,306.69,37.37,20,390.23,26,200,210,260,7.574648705,9.054470523
970,65000,9,306.69,37.69,20,328.87,26,200,210,260,7.575409541,9.055305384
971,65000,7,306.69,38.57,35,241.15,11,120,165,210,7.576319056,9.055345091
972,65000,7,306.69,38.17,50,141.82,1,120,120,170,7.577139314,9.054950414
973,105000,6,306.69,38.01,20,68.88,1,200,350,400,7.577632342,9.054491167
974,105000,7,306.69,38.58,20,129.6,3,200,330,380,7.577844617,9.056029199
975,95000,8,306.69,38.3,40,256.73,22,160,165,210,7.576097856,9.056076665
976,60000,6,306.69,37.51,40,320.25,21,140,285,330,7.575295005,9.056670339
977,85000,9,306.69,38.77,20,99.92,7,200,210,260,7.577332185,9.056795812
978,100000,9,306.69,37.55,20,349.89,6,220,210,260,7.575116719,9.05805313
979,70000,8,306.69,37.55,40,562.47,9,160,165,210,7.581545805,9.060971671
980,50000,7,306.69,37.55,40,711.4,6,120,165,210,7.58203178,9.062311831
981,85000,9,306.69,37.55,20,678.28,13,200,210,260,7.582946491,9.061031352
982,80000,7,306.69,37.55,30,801.24,21,180,285,330,7.584393336,9.0609194
983,80000,8,306.69,37.55,40,848.38,3,160,165,210,7.585092052,9.061365181
984,80000,9,306.69,37.55,20,777.41,12,200,210,260,7.583471092,9.061801988
985,80000,6,306.69,37.55,40,867.16,10,140,285,330,7.582645291,9.063607273
986,85000,9,306.69,37.55,20,818.21,12,200,210,260,7.583331982,9.062479631
987,55000,6,306.69,37.55,40,888.79,18,140,285,330,7.58447025,9.062185637
988,55000,7,306.69,37.55,30,738.36,5,180,285,330,7.586195837,9.060582757
989,60000,9,306.69,38.14,20,675.67,8,200,210,260,7.586598145,9.06005985
990,90000,9,306.69,38.29,20,636.03,1,200,210,260,7.58770936,9.059702443
991,45000,6,306.69,38.39,40,581.61,1,140,285,330,7.588311192,9.059334025
992,45000,6,306.69,37.93,40,504.73,7,140,285,330,7.587950677,9.058473603
993,45000,6,306.69,38.22,20,554.22,1,220,400,450,7.589183985,9.059463984
994,45000,7,306.69,39.34,60,476.18,3,100,120,170,7.589931927,9.058951448
995,45000,9,306.69,38.28,20,419.65,0,200,210,260,7.589107441,9.058098281
996,45000,8,306.69,38.45,40,572.07,12,160,165,210,7.590583121,9.059921497
997,45000,9,306.69,38.85,20,479.15,4,200,150,200,7.590795588,9.059090411
998,105000,7,306.69,39.07,20,353.14,5,200,330,380,7.590818221,9.05795115
999,95000,9,306.69,38.61,20,542.37,10,200,210,260,7.592031019,9.059538245
1000,50000,7,306.69,39.31,50,349.41,7,120,165,210,7.59216566,9.057666976
1001,60000,6,306.69,38.04,40,89.81,1,140,285,330,7.592745357,9.034900298
1002,55000,9,306.69,37.48,20,127.12,3,220,210,260,7.592392608,9.034383525
1003,40000,7,306.69,36.43,60,155.24,1,100,280,330,7.59220531,9.033424305
1004,40000,7,306.69,37.23,60,230.2,6,100,120,170,7.591411527,9.034045189
1005,105000,9,306.69,37.17,20,190.37,10,200,180,230,7.590702171,9.034006296
1006,85000,9,306.69,37.57,20,195.8,3,200,330,380,7.591281336,9.034777129
1007,100000,7,306.69,37.2,20,190.34,9,220,480,300,7.590490395,9.034665582
1008,100000,9,306.69,36.81,20,113.44,14,220,285,330,7.589744795,9.034590378
1009,85000,9,306.69,38.19,40,186.42,2,200,210,260,7.591023342,9.035626129
1010,105000,9,306.69,38.46,20,82.46,2,200,330,380,7.592012891,9.036127263
1011,50000,7,306.69,37.08,50,156.71,6,120,120,170,7.589710332,9.036434905
1012,60000,6,306.69,37.49,40,218.08,8,140,285,330,7.590113482,9.035685931
1013,105000,9,306.69,37.99,20,166.4,4,200,150,200,7.590839346,9.036158927
1014,95000,9,306.69,38.2,20,133.65,1,200,330,380,7.591346377,9.036766719
1015,85000,9,306.69,37.63,20,107.87,3,200,285,330,7.5903098,9.03666327
1016,100000,9,306.69,37.43,20,78.26,3,220,330,380,7.589788082,9.037493171
1017,75000,7,306.69,36.33,30,124.53,7,180,285,330,7.588540391,9.037877198
1018,90000,9,306.69,36.9,20,127.53,4,200,200,250,7.589193276,9.038404171
